id,time,country,studies,socpro,age,gender,official_vote,opinion_on_system,rule_1,rule_2,rule_3,rule_4
1917,2022-04-17,FR,superieur,prive,40-49,h,Emmanuel Macron,-2.0,approval,borda,scores_4_pos,majority_judgement_7
1918,2022-04-17,FR,superieur,chomage,18-29,nspp,abstention,-2.0,scores_4_neg,borda,scores_4_pos,majority_judgement_7
1919,2022-04-17,US,superieur,liberal,40-49,f,Jean-Luc Mélenchon,-1.0,approval,borda,scores_4_neg,majority_judgement_5
1920,2022-04-17,PT,superieur,liberal,50-59,f,Jean-Luc Mélenchon,-1.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_7
1921,2022-04-17,FR,superieur,prive,30-39,h,Jean-Luc Mélenchon,-2.0,scores_4_neg,borda,scores_4_pos,majority_judgement_7
1922,2022-04-17,FR,superieur,etudiant,18-29,f,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_pos,majority_judgement_5
1923,2022-04-17,FR,superieur,etudiant,18-29,f,Jean-Luc Mélenchon,-2.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_7
1924,2022-04-17,FR,secondaire,liberal,18-29,h,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_neg,majority_judgement_5
1925,2022-04-17,FR,superieur,retraite,+70,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_neg,majority_judgement_7
1926,2022-04-17,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-1.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_5
1927,2022-04-17,FR,superieur,public,40-49,h,Jean-Luc Mélenchon,-1.0,approval,borda,scores_4_pos,majority_judgement_7
1928,2022-04-17,FR,superieur,etudiant,18-29,f,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_pos,majority_judgement_7
1929,2022-04-17,FR,superieur,public,40-49,f,Emmanuel Macron,0.0,approval,borda,scores_4_pos,majority_judgement_7
1930,2022-04-17,FR,superieur,public,40-49,f,Anne Hidalgo,-2.0,approval,irv_2,scores_3_neg,majority_judgement_7
1931,2022-04-17,FR,superieur,prive,30-39,h,Jean Lassalle,-1.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_5
1932,2022-04-17,FR,superieur,public,18-29,h,Emmanuel Macron,-1.0,approval,irv_2,scores_4_neg,majority_judgement_5
1933,2022-04-17,FR,superieur,public,50-59,h,Emmanuel Macron,1.0,scores_3_neg,borda,scores_3_pos,majority_judgement_5
1934,2022-04-17,FR,superieur,prive,30-39,h,Eric Zemmour,0.0,approval,borda,scores_3_neg,majority_judgement_7
1935,2022-04-17,FR,superieur,prive,30-39,f,Jean-Luc Mélenchon,-2.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_5
1936,2022-04-17,FR,superieur,public,30-39,f,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_3_neg,majority_judgement_5
1937,2022-04-17,FR,superieur,public,18-29,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_pos,majority_judgement_7
1938,2022-04-17,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-1.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_7
1939,2022-04-17,DE,superieur,prive,40-49,f,Yannick Jadot,2.0,approval,irv_2,scores_3_neg,majority_judgement_7
1940,2022-04-17,FR,superieur,chomage,18-29,f,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_neg,majority_judgement_7
1941,2022-04-17,FR,superieur,public,40-49,h,Yannick Jadot,-1.0,approval,borda,scores_4_pos,majority_judgement_5
1942,2022-04-17,FR,superieur,public,30-39,f,Yannick Jadot,-1.0,approval,irv_2,scores_4_neg,majority_judgement_5
1943,2022-04-17,FR,superieur,liberal,40-49,f,Jean-Luc Mélenchon,-2.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_5
1944,2022-04-17,FR,superieur,liberal,30-39,f,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_4_pos,majority_judgement_5
1945,2022-04-17,FR,secondaire,etudiant,0-18,h,m18,-2.0,approval,borda,scores_3_neg,majority_judgement_7
1946,2022-04-17,FR,superieur,public,18-29,h,Jean-Luc Mélenchon,1.0,approval,borda,scores_3_neg,majority_judgement_5
1947,2022-04-17,FR,superieur,liberal,18-29,f,Jean-Luc Mélenchon,-1.0,approval,irv_1,scores_4_pos,majority_judgement_7
1948,2022-04-17,FR,superieur,public,40-49,f,Emmanuel Macron,-1.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_7
1949,2022-04-17,FR,superieur,etudiant,18-29,f,Jean-Luc Mélenchon,2.0,scores_3_neg,borda,scores_3_pos,majority_judgement_5
1950,2022-04-17,FR,superieur,public,40-49,f,Jean-Luc Mélenchon,-2.0,scores_4_neg,borda,scores_4_pos,majority_judgement_7
1951,2022-04-17,FR,superieur,public,30-39,h,Yannick Jadot,-1.0,approval,borda,scores_3_neg,majority_judgement_5
1952,2022-04-17,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_pos,majority_judgement_5
1953,2022-04-17,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-1.0,scores_3_neg,borda,scores_3_pos,majority_judgement_5
1954,2022-04-17,FR,superieur,etudiant,18-29,f,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_neg,majority_judgement_7
1955,2022-04-17,FR,secondaire,etudiant,0-18,f,m18,1.0,approval,borda,scores_4_pos,majority_judgement_5
1956,2022-04-17,FR,superieur,etudiant,18-29,f,ni,-1.0,approval,irv_1,scores_4_pos,majority_judgement_7
1957,2022-04-17,FR,superieur,prive,40-49,h,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_3_neg,majority_judgement_7
1958,2022-04-17,FR,superieur,liberal,60-69,f,Jean-Luc Mélenchon,,scores_3_neg,irv_1,scores_3_pos,majority_judgement_5
1959,2022-04-17,FR,superieur,prive,40-49,h,Jean-Luc Mélenchon,-2.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_5
1960,2022-04-17,FR,superieur,autre,40-49,h,Anne Hidalgo,-1.0,scores_3_neg,borda,scores_3_pos,majority_judgement_7
1961,2022-04-17,FR,superieur,public,30-39,f,Jean-Luc Mélenchon,-2.0,scores_4_neg,irv_1,scores_4_pos,majority_judgement_7
1962,2022-04-17,FR,superieur,liberal,30-39,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_pos,majority_judgement_5
1963,2022-04-17,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_4_neg,majority_judgement_7
1964,2022-04-17,FR,superieur,prive,30-39,f,blanc,-2.0,scores_3_neg,borda,scores_3_pos,majority_judgement_5
1965,2022-04-17,FR,superieur,prive,30-39,h,Jean-Luc Mélenchon,-1.0,scores_3_neg,borda,scores_3_pos,majority_judgement_5
1966,2022-04-17,FR,superieur,public,40-49,f,Yannick Jadot,-1.0,approval,irv_1,scores_4_neg,majority_judgement_5
1967,2022-04-17,FR,superieur,public,30-39,h,Anne Hidalgo,-2.0,approval,irv_2,scores_4_neg,majority_judgement_7
1968,2022-04-17,FR,superieur,liberal,50-59,h,Yannick Jadot,-2.0,approval,irv_1,scores_3_neg,majority_judgement_5
1969,2022-04-17,FR,secondaire,prive,30-39,h,Jean-Luc Mélenchon,-2.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_7
1970,2022-04-17,FR,superieur,chomage,30-39,h,abstention,-2.0,approval,irv_1,scores_3_neg,majority_judgement_7
1971,2022-04-18,FR,,,,,Jean-Luc Mélenchon,,approval,borda,scores_4_pos,majority_judgement_7
1972,2022-04-18,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,scores_3_neg,borda,scores_3_pos,majority_judgement_7
1973,2022-04-18,CA,superieur,prive,30-39,h,Emmanuel Macron,-1.0,approval,borda,scores_4_pos,majority_judgement_5
1974,2022-04-18,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-1.0,scores_4_neg,irv_1,scores_4_pos,majority_judgement_7
1975,2022-04-18,FR,superieur,prive,30-39,h,Jean-Luc Mélenchon,-2.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_5
1976,2022-04-18,FR,superieur,prive,18-29,h,Jean-Luc Mélenchon,-1.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_5
1977,2022-04-18,DE,superieur,prive,40-49,f,Yannick Jadot,-1.0,approval,irv_2,scores_4_pos,majority_judgement_7
1978,2022-04-18,FR,secondaire,prive,30-39,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_3_neg,majority_judgement_5
1979,2022-04-18,JP,superieur,prive,40-49,h,Emmanuel Macron,-2.0,scores_3_neg,borda,scores_3_pos,majority_judgement_5
1980,2022-04-18,FR,superieur,public,40-49,h,Emmanuel Macron,0.0,approval,borda,scores_3_neg,majority_judgement_5
1981,2022-04-18,FR,superieur,prive,40-49,h,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_pos,majority_judgement_7
1982,2022-04-18,FR,secondaire,etudiant,0-18,f,m18,-2.0,approval,irv_1,scores_4_neg,majority_judgement_5
1983,2022-04-18,FR,superieur,prive,30-39,h,Jean-Luc Mélenchon,-2.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_5
1984,2022-04-18,FR,superieur,prive,18-29,h,Emmanuel Macron,0.0,approval,irv_1,scores_4_neg,majority_judgement_7
1985,2022-04-18,FR,superieur,prive,30-39,h,Emmanuel Macron,-1.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_7
1986,2022-04-18,FR,superieur,public,50-59,f,Anne Hidalgo,-1.0,scores_4_neg,borda,scores_4_pos,majority_judgement_7
1987,2022-04-18,FR,superieur,prive,18-29,h,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_neg,majority_judgement_5
1988,2022-04-18,FR,superieur,public,50-59,h,Emmanuel Macron,1.0,approval,irv_2,scores_4_neg,majority_judgement_5
1989,2022-04-18,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_pos,majority_judgement_5
1990,2022-04-18,FR,superieur,prive,30-39,h,Anne Hidalgo,-1.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_7
1991,2022-04-18,FR,superieur,autre,18-29,h,Philippe Poutou,-2.0,approval,irv_2,scores_3_neg,majority_judgement_7
1992,2022-04-18,FR,superieur,liberal,30-39,h,Anne Hidalgo,1.0,approval,irv_2,scores_4_pos,majority_judgement_7
1993,2022-04-18,FR,superieur,public,50-59,f,Jean-Luc Mélenchon,-1.0,approval,irv_1,scores_4_neg,majority_judgement_5
1994,2022-04-18,FR,superieur,autre,+70,f,Jean-Luc Mélenchon,-1.0,scores_4_neg,irv_1,scores_4_pos,majority_judgement_7
1995,2022-04-18,FR,superieur,prive,18-29,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_pos,majority_judgement_5
1996,2022-04-18,FR,superieur,public,30-39,h,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_pos,majority_judgement_7
1997,2022-04-18,FR,superieur,prive,30-39,h,Yannick Jadot,-2.0,approval,irv_2,scores_3_neg,majority_judgement_7
1998,2022-04-18,FR,superieur,autre,50-59,h,Emmanuel Macron,-1.0,approval,borda,scores_3_neg,majority_judgement_7
1999,2022-04-18,FR,superieur,chomage,40-49,f,Jean Lassalle,-1.0,approval,borda,scores_4_neg,majority_judgement_5
2000,2022-04-18,FR,superieur,prive,18-29,h,Jean Lassalle,-2.0,approval,borda,scores_4_pos,majority_judgement_5
2001,2022-04-18,FR,superieur,autre,40-49,h,Jean-Luc Mélenchon,1.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_7
2002,2022-04-18,FR,superieur,public,50-59,f,Emmanuel Macron,0.0,approval,borda,scores_3_neg,majority_judgement_7
2003,2022-04-18,FR,superieur,public,30-39,h,Jean-Luc Mélenchon,-1.0,approval,irv_2,scores_3_neg,majority_judgement_7
2004,2022-04-18,FR,superieur,public,30-39,h,Yannick Jadot,0.0,approval,borda,scores_4_neg,majority_judgement_7
2005,2022-04-18,FR,superieur,etudiant,18-29,h,Philippe Poutou,-2.0,scores_4_neg,borda,scores_4_pos,majority_judgement_5
2006,2022-04-18,FR,superieur,chomage,30-39,h,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_neg,majority_judgement_5
2007,2022-04-18,FR,superieur,prive,30-39,h,Eric Zemmour,0.0,approval,irv_2,scores_4_pos,majority_judgement_7
2008,2022-04-18,FR,superieur,public,40-49,h,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_3_neg,majority_judgement_5
2009,2022-04-18,FR,superieur,public,40-49,h,Yannick Jadot,-1.0,scores_3_neg,borda,scores_3_pos,majority_judgement_5
2010,2022-04-18,FR,superieur,prive,40-49,f,Jean-Luc Mélenchon,-1.0,scores_4_neg,borda,scores_4_pos,majority_judgement_7
2011,2022-04-18,FR,superieur,retraite,60-69,h,Emmanuel Macron,1.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_5
2012,2022-04-18,FR,secondaire,liberal,50-59,h,Jean-Luc Mélenchon,-1.0,approval,irv_2,scores_4_neg,majority_judgement_5
2013,2022-04-18,FR,superieur,prive,50-59,f,Jean-Luc Mélenchon,-1.0,approval,irv_2,scores_4_neg,majority_judgement_7
2014,2022-04-18,FR,superieur,prive,40-49,h,Emmanuel Macron,-1.0,approval,borda,scores_4_neg,majority_judgement_5
2015,2022-04-18,FR,,,,,Jean-Luc Mélenchon,,approval,irv_2,scores_4_pos,majority_judgement_7
2016,2022-04-18,FR,superieur,prive,40-49,h,Jean-Luc Mélenchon,,approval,irv_1,scores_4_pos,majority_judgement_5
2017,2022-04-18,FR,superieur,autre,30-39,h,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_4_pos,majority_judgement_5
2018,2022-04-18,FR,superieur,autre,40-49,f,Jean Lassalle,-2.0,scores_4_neg,borda,scores_4_pos,majority_judgement_5
2019,2022-04-18,FR,superieur,prive,40-49,h,nspp,-2.0,approval,borda,scores_3_neg,majority_judgement_5
2020,2022-04-18,FR,superieur,liberal,30-39,f,Emmanuel Macron,0.0,approval,irv_2,scores_4_pos,majority_judgement_7
2021,2022-04-18,FR,secondaire,liberal,30-39,f,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_neg,majority_judgement_7
2022,2022-04-18,FR,superieur,liberal,40-49,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_neg,majority_judgement_7
2023,2022-04-18,FR,superieur,liberal,40-49,f,Yannick Jadot,-2.0,approval,borda,scores_4_neg,majority_judgement_5
2024,2022-04-18,FR,superieur,liberal,18-29,f,Jean-Luc Mélenchon,-2.0,scores_4_neg,borda,scores_4_pos,majority_judgement_5
2025,2022-04-18,FR,superieur,public,40-49,h,Emmanuel Macron,1.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_5
2026,2022-04-18,FR,superieur,public,40-49,f,Anne Hidalgo,-1.0,approval,borda,scores_3_neg,majority_judgement_5
2027,2022-04-18,FR,superieur,prive,18-29,h,Emmanuel Macron,,scores_4_neg,irv_2,scores_4_pos,majority_judgement_7
2028,2022-04-18,FR,superieur,prive,40-49,h,Jean-Luc Mélenchon,-2.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_7
2029,2022-04-18,GB,superieur,prive,30-39,h,Jean-Luc Mélenchon,-1.0,scores_3_neg,borda,scores_3_pos,majority_judgement_5
2030,2022-04-18,FR,secondaire,public,18-29,h,Marine Le Pen,1.0,approval,irv_1,scores_4_pos,majority_judgement_5
2031,2022-04-18,FR,superieur,public,40-49,h,Fabien Roussel,-2.0,approval,irv_2,scores_4_neg,majority_judgement_5
2032,2022-04-18,FR,superieur,public,40-49,h,Yannick Jadot,-1.0,approval,irv_1,scores_3_neg,majority_judgement_7
2033,2022-04-18,FR,primaire,autre,30-39,h,abstention,-2.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_7
2034,2022-04-18,FR,superieur,chomage,40-49,h,abstention,-2.0,approval,irv_1,scores_3_neg,majority_judgement_5
2035,2022-04-18,FR,superieur,public,50-59,f,Jean-Luc Mélenchon,1.0,approval,borda,scores_4_neg,majority_judgement_5
2036,2022-04-18,FR,superieur,prive,18-29,,Jean-Luc Mélenchon,-1.0,approval,borda,scores_4_pos,majority_judgement_5
2037,2022-04-19,FR,superieur,prive,30-39,h,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_3_neg,majority_judgement_7
2038,2022-04-19,FR,,,,,abstention,,scores_3_neg,irv_1,scores_3_pos,majority_judgement_5
2039,2022-04-19,FR,superieur,etudiant,18-29,nspp,Jean-Luc Mélenchon,0.0,approval,irv_1,scores_4_pos,majority_judgement_7
2040,2022-04-19,FR,superieur,public,18-29,h,Marine Le Pen,1.0,approval,irv_1,scores_4_pos,majority_judgement_5
2041,2022-04-19,FR,superieur,liberal,18-29,h,Jean-Luc Mélenchon,-1.0,approval,irv_1,scores_3_neg,majority_judgement_7
2042,2022-04-19,JP,superieur,public,30-39,h,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_3_neg,majority_judgement_7
2043,2022-04-19,FR,superieur,retraite,60-69,h,Yannick Jadot,-2.0,scores_3_neg,borda,scores_3_pos,majority_judgement_5
2044,2022-04-19,FR,secondaire,public,30-39,h,Marine Le Pen,,scores_4_neg,borda,scores_4_pos,majority_judgement_7
2045,2022-04-19,FR,superieur,public,40-49,f,Emmanuel Macron,-1.0,approval,irv_1,scores_4_pos,majority_judgement_7
2046,2022-04-19,FR,superieur,public,30-39,h,Jean-Luc Mélenchon,-1.0,scores_4_neg,borda,scores_4_pos,majority_judgement_7
2047,2022-04-19,FR,superieur,public,40-49,f,Jean-Luc Mélenchon,-1.0,approval,borda,scores_4_neg,majority_judgement_7
2048,2022-04-19,FR,superieur,public,40-49,h,Anne Hidalgo,-1.0,approval,borda,scores_4_neg,majority_judgement_7
2049,2022-04-19,FR,superieur,liberal,18-29,f,Jean-Luc Mélenchon,2.0,approval,irv_1,scores_4_pos,majority_judgement_5
2050,2022-04-19,FR,superieur,prive,18-29,nspp,Jean-Luc Mélenchon,-1.0,approval,borda,scores_3_neg,majority_judgement_7
2051,2022-04-19,FR,superieur,public,40-49,f,Emmanuel Macron,-1.0,approval,irv_2,scores_3_neg,majority_judgement_5
2052,2022-04-19,FR,superieur,public,50-59,h,Yannick Jadot,0.0,scores_4_neg,borda,scores_4_pos,majority_judgement_7
2053,2022-04-19,FR,superieur,liberal,40-49,h,Yannick Jadot,1.0,approval,borda,scores_4_pos,majority_judgement_7
2054,2022-04-19,FR,secondaire,etudiant,0-18,f,m18,1.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_7
2055,2022-04-19,FR,superieur,public,40-49,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_3_neg,majority_judgement_7
2056,2022-04-19,FR,superieur,public,30-39,h,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_pos,majority_judgement_5
2057,2022-04-19,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_7
2058,2022-04-19,FR,superieur,prive,18-29,h,ni,-2.0,approval,irv_1,scores_3_neg,majority_judgement_5
2059,2022-04-19,FR,superieur,autre,60-69,f,Jean-Luc Mélenchon,-1.0,approval,borda,scores_4_pos,majority_judgement_5
2060,2022-04-19,FR,superieur,etudiant,18-29,f,Anne Hidalgo,-2.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_5
2061,2022-04-19,FR,superieur,retraite,60-69,f,Emmanuel Macron,2.0,approval,irv_1,scores_4_pos,majority_judgement_7
2062,2022-04-19,FR,,prive,30-39,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_3_neg,majority_judgement_7
2063,2022-04-19,FR,superieur,liberal,30-39,h,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_pos,majority_judgement_7
2064,2022-04-19,FR,superieur,public,40-49,f,Marine Le Pen,1.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_7
2065,2022-04-19,FR,superieur,etudiant,18-29,h,Fabien Roussel,-2.0,approval,borda,scores_4_neg,majority_judgement_5
2066,2022-04-19,FR,superieur,public,60-69,h,Eric Zemmour,-1.0,approval,irv_2,scores_4_pos,majority_judgement_5
2067,2022-04-19,FR,superieur,liberal,18-29,h,Jean-Luc Mélenchon,,approval,borda,scores_4_pos,majority_judgement_7
2068,2022-04-19,FR,superieur,prive,18-29,h,Jean-Luc Mélenchon,-2.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_5
2069,2022-04-19,ES,superieur,liberal,40-49,h,Yannick Jadot,-1.0,approval,irv_1,scores_3_neg,majority_judgement_7
2070,2022-04-19,FR,superieur,public,30-39,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_pos,majority_judgement_7
2071,2022-04-19,FR,superieur,public,30-39,f,Jean-Luc Mélenchon,-1.0,approval,borda,scores_4_pos,majority_judgement_5
2072,2022-04-19,FR,superieur,public,30-39,f,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_pos,majority_judgement_5
2073,2022-04-19,FR,superieur,liberal,30-39,f,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_4_pos,majority_judgement_7
2074,2022-04-19,FR,superieur,public,50-59,f,,,approval,borda,scores_4_pos,majority_judgement_5
2075,2022-04-19,FR,nspp,nspp,18-29,f,Jean-Luc Mélenchon,-2.0,scores_3_neg,borda,scores_3_pos,majority_judgement_5
2076,2022-04-19,FR,secondaire,chomage,18-29,f,abstention,-2.0,approval,irv_1,scores_4_neg,majority_judgement_7
2077,2022-04-19,FR,superieur,etudiant,18-29,f,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_3_neg,majority_judgement_7
2078,2022-04-19,FR,superieur,prive,18-29,h,Jean-Luc Mélenchon,-1.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_5
2079,2022-04-19,FR,superieur,etudiant,18-29,f,Yannick Jadot,0.0,approval,borda,scores_4_pos,majority_judgement_5
2080,2022-04-19,FR,nspp,nspp,30-39,nspp,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_pos,majority_judgement_7
2081,2022-04-19,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_pos,majority_judgement_7
2082,2022-04-19,FR,superieur,autre,18-29,f,Jean-Luc Mélenchon,1.0,scores_3_neg,borda,scores_3_pos,majority_judgement_7
2083,2022-04-19,FR,superieur,liberal,30-39,h,Jean-Luc Mélenchon,-2.0,scores_4_neg,borda,scores_4_pos,majority_judgement_5
2084,2022-04-19,FR,superieur,public,30-39,f,Philippe Poutou,-1.0,approval,irv_2,scores_4_pos,majority_judgement_7
2085,2022-04-19,FR,superieur,liberal,18-29,h,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_neg,majority_judgement_5
2086,2022-04-19,FR,superieur,etudiant,18-29,f,Marine Le Pen,-2.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_7
2087,2022-04-19,FR,superieur,retraite,60-69,h,Yannick Jadot,-1.0,approval,borda,scores_3_neg,majority_judgement_7
2088,2022-04-19,FR,superieur,public,30-39,f,Jean-Luc Mélenchon,-1.0,approval,irv_2,scores_4_pos,majority_judgement_7
2089,2022-04-19,FR,superieur,prive,18-29,h,Jean-Luc Mélenchon,-1.0,scores_3_neg,borda,scores_3_pos,majority_judgement_5
2090,2022-04-19,FR,superieur,public,30-39,h,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_3_neg,majority_judgement_5
2091,2022-04-19,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_pos,majority_judgement_7
2092,2022-04-19,FR,superieur,retraite,+70,f,Jean-Luc Mélenchon,-1.0,approval,irv_1,scores_4_pos,majority_judgement_7
2093,2022-04-19,FR,superieur,public,30-39,h,Jean-Luc Mélenchon,-2.0,scores_4_neg,borda,scores_4_pos,majority_judgement_5
2094,2022-04-19,FR,superieur,liberal,30-39,h,Yannick Jadot,0.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_7
2095,2022-04-20,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_neg,majority_judgement_7
2096,2022-04-20,FR,superieur,public,18-29,f,Jean-Luc Mélenchon,-1.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_5
2097,2022-04-20,IT,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,0.0,scores_4_neg,borda,scores_4_pos,majority_judgement_7
2098,2022-04-20,FR,superieur,retraite,60-69,h,Eric Zemmour,-1.0,approval,borda,scores_3_neg,majority_judgement_5
2099,2022-04-20,FR,secondaire,retraite,60-69,f,Jean-Luc Mélenchon,1.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_5
2100,2022-04-20,FR,superieur,prive,40-49,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_pos,majority_judgement_7
2101,2022-04-20,FR,superieur,public,40-49,f,Jean-Luc Mélenchon,-1.0,approval,irv_1,scores_3_neg,majority_judgement_5
2102,2022-04-20,FR,secondaire,autre,40-49,h,Marine Le Pen,0.0,approval,irv_1,scores_3_neg,majority_judgement_7
2103,2022-04-20,FR,,prive,30-39,h,Emmanuel Macron,,approval,borda,scores_4_pos,majority_judgement_7
2104,2022-04-20,FR,superieur,prive,40-49,h,Emmanuel Macron,-1.0,approval,irv_2,scores_4_neg,majority_judgement_5
2105,2022-04-20,FR,superieur,etudiant,18-29,nspp,Jean-Luc Mélenchon,-1.0,scores_4_neg,irv_1,scores_4_pos,majority_judgement_7
2106,2022-04-20,FR,superieur,public,50-59,f,Yannick Jadot,-1.0,scores_4_neg,borda,scores_4_pos,majority_judgement_7
2107,2022-04-20,MQ,superieur,liberal,30-39,f,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_4_pos,majority_judgement_5
2108,2022-04-20,FR,superieur,public,40-49,f,Jean-Luc Mélenchon,-1.0,approval,irv_1,scores_4_neg,majority_judgement_7
2109,2022-04-20,FR,superieur,liberal,40-49,h,Emmanuel Macron,0.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_5
2110,2022-04-20,FR,superieur,etudiant,18-29,f,Jean-Luc Mélenchon,-2.0,approval,borda,scores_3_neg,majority_judgement_7
2111,2022-04-20,FR,superieur,public,30-39,h,incertitude,-1.0,scores_3_neg,borda,scores_3_pos,majority_judgement_7
2112,2022-04-20,DE,superieur,public,30-39,h,Jean-Luc Mélenchon,-1.0,scores_4_neg,irv_1,scores_4_pos,majority_judgement_7
2113,2022-04-20,FR,superieur,prive,30-39,f,Anne Hidalgo,-2.0,approval,irv_2,scores_4_neg,majority_judgement_5
2114,2022-04-20,FR,secondaire,,40-49,h,Valérie Pecresse,1.0,approval,borda,scores_4_pos,majority_judgement_7
2115,2022-04-20,FR,superieur,public,60-69,h,Nicolas Dupont-Aignan,-2.0,approval,borda,scores_4_pos,majority_judgement_7
2116,2022-04-20,FR,superieur,prive,30-39,h,Emmanuel Macron,1.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_5
2117,2022-04-20,FR,superieur,etudiant,18-29,f,Emmanuel Macron,1.0,scores_3_neg,borda,scores_3_pos,majority_judgement_5
2118,2022-04-20,FR,superieur,etudiant,18-29,f,Emmanuel Macron,-1.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_7
2119,2022-04-20,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,1.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_7
2120,2022-04-20,FR,superieur,etudiant,18-29,f,Jean-Luc Mélenchon,-1.0,approval,irv_1,scores_4_neg,majority_judgement_7
